date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,fips_char,fips
2020-06-24,2,118,2,7,1,23,1.5216145397,0.8135978021,0,6453,395,71858,256,06115,6115
2020-06-25,2,118,2,7,1,23,1.5232857398,0.778474352,0,6561,419,71734,272,06115,6115
2020-06-26,2,118,2,7,1,23,1.5190938347,0.7334964293,0,6676,445,71603,288,06115,6115
2020-06-27,2,118,2,7,1,23,1.5097220456,0.6957873129,0,6797,472,71464,305,06115,6115
2020-06-28,2,118,2,7,1,23,1.4955780173,0.6536823206,0,6926,501,71317,324,06115,6115
2020-06-29,2,118,2,7,1,23,1.4778082576,0.6241709923,0,7063,532,71161,343,06115,6115
2020-06-30,3,118,3,7,1,23,1.4570441123,0.5897505658,0,7207,564,70997,363,06115,6115
2020-07-01,3,118,3,7,2,23,1.4348256178,0.5672969793,0,7360,598,70823,384,06115,6115
2020-07-02,3,118,3,7,2,23,1.4119767454,0.5450253671,0,7521,633,70639,406,06115,6115
2020-07-03,3,118,3,7,2,23,1.388832398,0.5228390513,0,7693,671,70444,430,06115,6115
2020-07-04,3,118,3,7,2,23,1.3656002387,0.5064515872,1,7874,710,70238,454,06115,6115
2020-07-05,4,118,4,7,2,23,1.3418783834,0.4959789889,1,8065,751,70021,480,06115,6115
2020-07-06,4,118,4,7,2,23,1.3187048832,0.4853480941,2,8267,795,69792,507,06115,6115
2020-07-07,4,118,4,7,2,23,,,2,8480,840,69551,535,06115,6115
2020-07-08,4,118,4,7,3,23,,,2,8705,888,69297,565,06115,6115
2020-07-09,5,118,5,7,3,23,,,3,8943,939,69028,596,06115,6115
2020-07-10,5,118,5,7,3,23,,,3,9193,992,68744,629,06115,6115
2020-07-11,5,118,5,7,3,23,,,4,9458,1047,68446,663,06115,6115
2020-07-12,6,118,6,7,3,23,,,4,9736,1105,68132,699,06115,6115
2020-07-13,6,118,6,7,4,23,,,5,10029,1166,67801,737,06115,6115
2020-07-14,6,118,6,7,4,23,,,6,10338,1230,67453,776,06115,6115
2020-07-15,7,118,7,7,4,23,,,6,10663,1296,67087,817,06115,6115
2020-07-16,7,118,7,7,4,23,,,7,11005,1366,66703,859,06115,6115
2020-07-17,8,118,8,7,5,23,,,8,11365,1439,66298,903,06115,6115
2020-07-18,8,118,8,7,5,23,,,9,11743,1515,65874,949,06115,6115
2020-07-19,9,118,9,7,5,23,,,10,12141,1594,65430,996,06115,6115
2020-07-20,10,118,10,7,6,23,,,11,12557,1676,64966,1044,06115,6115
2020-07-21,10,118,10,7,6,23,,,12,12993,1761,64480,1093,06115,6115
2020-07-22,11,118,11,7,6,23,,,13,13449,1848,63975,1143,06115,6115
2020-07-23,12,118,12,7,7,23,,,15,13926,1937,63449,1192,06115,6115
2020-07-24,13,118,13,7,7,23,,,16,14423,2028,62902,1242,06115,6115
2020-07-25,13,118,13,7,7,23,,,17,14939,2121,62335,1292,06115,6115
2020-07-26,14,118,14,7,8,23,,,19,15476,2215,61749,1342,06115,6115
2020-07-27,15,118,15,7,8,23,,,21,16034,2309,61142,1391,06115,6115
2020-07-28,16,118,16,7,9,23,,,22,16610,2405,60517,1439,06115,6115
2020-07-29,17,118,17,7,9,23,,,24,17207,2500,59873,1487,06115,6115
2020-07-30,18,118,17,7,9,23,,,26,17822,2595,59212,1533,06115,6115
2020-07-31,19,118,18,7,10,23,,,28,18456,2690,58533,1578,06115,6115
2020-08-01,19,118,19,7,10,23,,,30,19108,2783,57839,1620,06115,6115
2020-08-02,20,118,20,7,11,23,,,32,19776,2874,57129,1661,06115,6115
2020-08-03,21,118,21,7,11,23,,,34,20461,2963,56407,1699,06115,6115
2020-08-04,22,118,22,7,12,23,,,37,21160,3049,55672,1734,06115,6115
2020-08-05,23,118,23,7,12,23,,,39,21874,3132,54926,1767,06115,6115
2020-08-06,24,118,24,7,13,23,,,42,22600,3210,54172,1795,06115,6115
2020-08-07,25,118,25,7,13,23,,,44,23337,3284,53409,1821,06115,6115
2020-08-08,26,118,26,7,13,23,,,47,24083,3353,52642,1842,06115,6115
2020-08-09,27,118,27,7,14,23,,,50,24837,3417,51870,1860,06115,6115
2020-08-10,28,118,27,7,14,23,,,53,25597,3474,51096,1874,06115,6115
2020-08-11,29,118,28,7,15,23,,,56,26363,3526,50321,1883,06115,6115
2020-08-12,29,118,29,7,15,23,,,59,27131,3570,49548,1888,06115,6115
2020-08-13,30,118,30,7,15,23,,,62,27900,3608,48777,1889,06115,6115
2020-08-14,31,118,31,7,16,23,,,65,28670,3638,48011,1886,06115,6115
2020-08-15,32,118,31,7,16,23,,,68,29437,3660,47252,1878,06115,6115
2020-08-16,32,118,32,7,16,23,,,72,30200,3675,46500,1866,06115,6115
2020-08-17,33,118,33,7,17,23,,,75,30958,3682,45758,1850,06115,6115
2020-08-18,34,118,33,7,17,23,,,79,31709,3681,45027,1831,06115,6115
2020-08-19,34,118,34,7,17,23,,,82,32451,3672,44309,1807,06115,6115
2020-08-20,35,118,34,7,17,23,,,86,33183,3656,43603,1780,06115,6115
2020-08-21,35,118,35,7,17,23,,,89,33904,3633,42912,1750,06115,6115
2020-08-22,35,118,35,7,18,23,,,93,34612,3601,42238,1717,06115,6115
2020-08-23,36,118,36,7,18,23,,,97,35306,3563,41580,1681,06115,6115
2020-08-24,36,118,36,7,18,23,,,100,35985,3519,40939,1643,06115,6115
2020-08-25,36,118,36,7,18,23,,,104,36648,3467,40316,1602,06115,6115
2020-08-26,36,118,36,7,18,23,,,108,37294,3410,39713,1560,06115,6115
2020-08-27,36,118,36,7,18,23,,,111,37923,3348,39128,1516,06115,6115
2020-08-28,36,118,36,7,18,23,,,115,38534,3280,38562,1471,06115,6115
2020-08-29,36,118,36,7,18,23,,,119,39125,3208,38017,1424,06115,6115
2020-08-30,36,118,36,7,17,23,,,123,39698,3132,37492,1377,06115,6115
2020-08-31,36,118,36,7,17,23,,,126,40252,3053,36986,1329,06115,6115
2020-09-01,36,118,36,7,17,23,,,130,40786,2970,36500,1281,06115,6115
2020-09-02,36,118,35,7,17,23,,,133,41300,2885,36033,1233,06115,6115
2020-09-03,35,118,35,7,17,23,,,137,41794,2798,35587,1186,06115,6115
2020-09-04,35,118,35,7,16,23,,,141,42270,2709,35159,1138,06115,6115
2020-09-05,34,118,34,7,16,23,,,144,42726,2619,34750,1091,06115,6115
2020-09-06,34,118,34,7,16,23,,,147,43162,2529,34360,1045,06115,6115
2020-09-07,33,118,33,7,15,23,,,151,43580,2438,33987,999,06115,6115
2020-09-08,33,118,33,7,15,23,,,154,43980,2348,33632,955,06115,6115
2020-09-09,32,118,32,7,15,23,,,157,44362,2258,33294,911,06115,6115
2020-09-10,32,118,32,7,14,23,,,160,44725,2168,32972,869,06115,6115
2020-09-11,31,118,31,7,14,23,,,164,45072,2080,32667,828,06115,6115
2020-09-12,30,118,30,7,14,23,,,167,45403,1993,32376,788,06115,6115
2020-09-13,30,118,30,7,13,23,,,170,45717,1908,32101,749,06115,6115
2020-09-14,29,118,29,7,13,23,,,172,46015,1824,31839,712,06115,6115
2020-09-15,28,118,28,7,12,23,,,175,46299,1743,31592,676,06115,6115
2020-09-16,28,118,27,7,12,23,,,178,46568,1663,31357,642,06115,6115
2020-09-17,27,118,27,7,12,23,,,181,46823,1586,31135,609,06115,6115
2020-09-18,26,118,26,7,11,23,,,183,47065,1511,30924,577,06115,6115
2020-09-19,25,118,25,7,11,23,,,186,47295,1439,30725,547,06115,6115
2020-09-20,25,118,24,7,10,23,,,188,47512,1369,30537,518,06115,6115
2020-09-21,24,118,24,7,10,23,,,190,47717,1301,30359,490,06115,6115
2020-09-22,23,118,23,7,10,23,,,193,47912,1236,30191,463,06115,6115
2020-09-23,22,118,22,7,9,23,,,195,48096,1174,30033,438,06115,6115
2020-09-24,22,118,21,7,9,23,,,197,48270,1114,29883,414,06115,6115
2020-09-25,21,118,21,7,8,23,,,199,48434,1056,29741,391,06115,6115
2020-09-26,20,118,20,7,8,23,,,201,48589,1001,29608,370,06115,6115
2020-09-27,19,118,19,7,8,23,,,203,48736,949,29482,349,06115,6115
2020-09-28,19,118,19,7,7,23,,,204,48874,898,29363,330,06115,6115
2020-09-29,18,118,18,7,7,23,,,206,49005,850,29251,311,06115,6115
2020-09-30,17,118,17,7,7,23,,,208,49128,805,29145,294,06115,6115
2020-10-01,17,118,17,7,6,23,,,209,49244,761,29045,277,06115,6115
2020-10-02,16,118,16,7,6,23,,,211,49354,720,28951,261,06115,6115
2020-10-03,15,118,15,7,6,23,,,212,49458,680,28863,247,06115,6115
2020-10-04,15,118,15,7,5,23,,,214,49555,643,28779,232,06115,6115
2020-10-05,14,118,14,7,5,23,,,215,49647,607,28700,219,06115,6115
2020-03-29,0,34,0,0,0,0,,,0,0,2,45900,2,06009,6009
2020-03-30,0,34,0,0,0,0,,,0,1,2,45898,3,06009,6009
2020-03-31,0,34,0,0,0,0,,,0,2,3,45895,4,06009,6009
2020-04-01,0,34,0,0,0,0,,,0,5,5,45891,6,06009,6009
2020-04-02,0,34,0,0,0,0,,,0,8,7,45886,8,06009,6009
2020-04-03,0,34,0,0,0,0,,,0,12,9,45879,11,06009,6009
2020-04-04,0,34,0,0,0,0,,,0,17,12,45869,15,06009,6009
2020-04-05,0,34,0,0,0,0,,,0,24,16,45857,20,06009,6009
2020-04-06,0,34,0,0,0,0,,,0,34,22,45841,26,06009,6009
2020-04-07,0,34,0,0,0,0,,,0,46,29,45822,33,06009,6009
2020-04-08,0,34,0,0,0,0,,,0,62,37,45798,41,06009,6009
2020-04-09,0,34,0,0,0,0,,,0,81,48,45770,50,06009,6009
2020-04-10,0,34,0,0,0,0,,,0,103,59,45738,60,06009,6009
2020-04-11,0,34,0,0,0,0,,,0,130,72,45701,70,06009,6009
2020-04-12,0,34,0,0,0,0,,,0,161,87,45661,80,06009,6009
2020-04-13,0,34,0,0,0,0,,,0,195,102,45618,88,06009,6009
2020-04-14,0,34,0,0,0,0,,,0,233,117,45573,95,06009,6009
2020-04-15,0,34,0,0,0,0,,,0,273,132,45528,100,06009,6009
2020-04-16,0,34,0,0,0,0,,,0,315,145,45485,102,06009,6009
2020-04-17,0,34,0,0,0,0,,,0,356,156,45446,100,06009,6009
2020-04-18,0,34,0,0,0,0,,,0,396,163,45412,94,06009,6009
2020-04-19,0,34,0,0,0,0,,,0,433,166,45383,86,06009,6009
2020-04-20,0,34,0,0,0,0,,,0,467,166,45354,80,06009,6009
2020-04-21,1,34,1,0,0,0,,,0,499,164,45326,77,06009,6009
2020-04-22,1,34,1,0,0,0,,,0,529,162,45298,74,06009,6009
2020-04-23,1,34,1,0,0,0,,,0,559,159,45271,71,06009,6009
2020-04-24,1,34,1,0,0,0,,,1,588,155,45244,69,06009,6009
2020-04-25,1,34,1,0,0,0,,,1,616,152,45217,68,06009,6009
2020-04-26,1,34,1,0,0,0,,,1,644,149,45192,66,06009,6009
2020-04-27,1,34,1,0,0,0,,,1,671,145,45166,64,06009,6009
2020-04-28,1,34,1,0,0,0,,,1,697,142,45142,63,06009,6009
2020-04-29,1,34,1,0,0,0,,,1,722,139,45118,61,06009,6009
2020-04-30,1,34,1,0,0,0,,,1,747,136,45094,60,06009,6009
2020-05-01,1,34,1,0,0,0,,,2,772,132,45071,59,06009,6009
2020-05-02,1,34,1,0,0,0,,,2,795,129,45049,57,06009,6009
2020-05-03,1,34,1,0,0,0,,,2,819,126,45027,56,06009,6009
2020-05-04,1,34,1,0,0,0,,,2,841,124,45005,55,06009,6009
2020-05-05,1,34,1,0,0,0,,,2,864,121,44984,53,06009,6009
2020-05-06,1,34,1,0,0,0,,,2,885,118,44964,52,06009,6009
2020-05-07,1,34,1,0,0,0,,,2,906,115,44944,51,06009,6009
2020-05-08,1,34,1,0,0,0,,,2,927,113,44924,50,06009,6009
2020-05-09,1,34,1,0,0,0,,,3,947,110,44905,49,06009,6009
2020-05-10,1,34,1,0,0,0,,,3,967,107,44887,47,06009,6009
2020-05-11,1,34,1,0,0,0,,,3,986,105,44869,46,06009,6009
2020-05-12,1,34,1,0,0,0,,,3,1005,102,44851,45,06009,6009
2020-05-13,1,34,1,0,0,0,,,3,1024,100,44833,44,06009,6009
2020-05-14,1,34,1,0,0,0,,,3,1042,98,44817,43,06009,6009
2020-05-15,1,34,1,0,0,0,,,3,1059,95,44800,42,06009,6009
2020-05-16,1,34,1,0,0,0,,,4,1076,93,44784,41,06009,6009
2020-05-17,1,34,1,0,0,0,,,4,1093,91,44768,40,06009,6009
2020-05-18,1,34,1,0,0,0,,,4,1109,89,44753,39,06009,6009
2020-05-19,1,34,1,0,0,0,,,4,1125,87,44738,38,06009,6009
2020-05-20,1,34,1,0,0,0,,,4,1141,85,44723,37,06009,6009
2020-05-21,1,34,1,0,0,0,,,4,1156,83,44709,36,06009,6009
2020-05-22,1,34,1,0,0,0,,,4,1171,81,44695,36,06009,6009
2020-05-23,1,34,1,0,0,0,,,4,1186,79,44681,35,06009,6009
2020-05-24,1,34,1,0,0,0,,,4,1200,77,44668,34,06009,6009
2020-05-25,1,34,1,0,0,0,,,5,1214,75,44655,33,06009,6009
2020-05-26,1,34,1,0,0,0,,,5,1227,73,44642,32,06009,6009
2020-05-27,1,34,1,0,0,0,,,5,1240,72,44629,32,06009,6009
2020-05-28,1,34,1,0,0,0,,,5,1254,70,44616,32,06009,6009
2020-05-29,1,34,1,0,0,0,,,5,1267,69,44602,32,06009,6009
2020-05-30,1,34,1,0,0,0,,,5,1280,68,44588,33,06009,6009
2020-05-31,1,34,1,0,0,0,,,5,1294,68,44573,34,06009,6009
2020-06-01,1,34,1,0,0,0,,,5,1309,69,44557,36,06009,6009
2020-06-02,1,34,1,0,0,0,,,5,1324,70,44540,38,06009,6009
2020-06-03,1,34,1,0,0,0,,,5,1340,71,44522,40,06009,6009
2020-06-04,0,34,0,0,0,0,,,6,1357,73,44502,42,06009,6009
2020-06-05,0,34,0,0,0,0,,,6,1375,76,44481,45,06009,6009
2020-06-06,0,34,0,0,0,0,,,6,1394,79,44459,49,06009,6009
2020-06-07,0,34,0,0,0,0,,,6,1415,83,44434,53,06009,6009
2020-06-08,0,34,0,0,0,0,,,6,1438,88,44407,57,06009,6009
2020-06-09,1,34,1,0,0,0,,,6,1462,94,44377,62,06009,6009
2020-06-10,1,34,1,0,0,0,,,6,1489,101,44344,68,06009,6009
2020-06-11,1,34,1,0,0,0,,,6,1518,109,44309,74,06009,6009
2020-06-12,1,34,1,0,0,0,,,6,1550,117,44271,81,06009,6009
2020-06-13,1,34,1,0,0,0,,,6,1585,127,44230,87,06009,6009
2020-06-14,1,34,1,0,0,0,,,6,1622,137,44185,94,06009,6009
2020-06-15,1,34,1,0,0,0,,,7,1662,148,44138,102,06009,6009
2020-06-16,1,34,1,0,0,0,,,7,1705,160,44086,110,06009,6009
2020-06-17,1,34,1,0,0,0,,,7,1752,172,44031,119,06009,6009
2020-06-18,1,34,1,0,0,0,,,7,1803,186,43971,128,06009,6009
2020-06-19,1,34,1,0,0,0,,,7,1857,201,43906,138,06009,6009
2020-06-20,1,34,1,0,0,0,,,7,1916,217,43837,149,06009,6009
2020-06-21,1,34,1,0,0,0,,,7,1979,234,43762,160,06009,6009
2020-06-22,1,34,1,0,0,0,,,8,2047,252,43682,172,06009,6009
2020-06-23,1,34,1,0,0,0,,,8,2120,272,43595,186,06009,6009
2020-06-24,1,34,1,0,1,0,,,8,2199,293,43502,200,06009,6009
2020-06-25,2,34,2,0,1,0,,,8,2284,315,43402,215,06009,6009
2020-06-26,2,34,2,0,1,0,,,8,2375,339,43295,231,06009,6009
2020-06-27,2,34,2,0,1,0,,,9,2473,365,43180,248,06009,6009
2020-06-28,2,34,2,0,1,0,,,9,2578,393,43057,267,06009,6009
2020-06-29,2,34,2,0,1,0,,,9,2691,422,42924,286,06009,6009
2020-06-30,2,34,2,0,1,0,,,9,2812,454,42782,307,06009,6009
2020-07-01,3,34,3,0,1,0,,,10,2942,487,42630,329,06009,6009
2020-07-02,3,34,3,0,1,0,,,10,3083,523,42466,353,06009,6009
2020-07-03,3,34,3,0,1,0,,,10,3230,561,42294,377,06009,6009
2020-07-04,3,34,3,0,2,0,,,11,3389,602,42109,403,06009,6009
2020-07-05,4,34,4,0,2,0,,,11,3559,644,41911,431,06009,6009
2020-07-06,4,34,4,0,2,0,,,12,3741,690,41701,460,06009,6009
2020-07-07,4,34,4,0,2,0,,,12,3935,738,41477,490,06009,6009
2020-07-08,5,34,5,0,2,0,,,12,4141,788,41238,522,06009,6009
2020-07-09,5,34,5,0,2,0,,,13,4361,841,40986,555,06009,6009
2020-07-10,5,34,5,0,3,0,,,14,4594,897,40718,589,06009,6009
2020-07-11,6,34,6,0,3,0,,,14,4842,955,40435,625,06009,6009
2020-07-12,6,34,6,0,3,0,,,15,5104,1016,40136,661,06009,6009
2020-07-13,7,34,7,0,3,0,,,16,5382,1080,39821,699,06009,6009
2020-07-14,7,34,7,0,4,0,,,16,5675,1145,39489,737,06009,6009
2020-07-15,8,34,8,0,4,0,,,17,5984,1213,39141,777,06009,6009
2020-07-16,8,34,8,0,4,0,,,18,6309,1283,38776,817,06009,6009
2020-07-17,9,34,9,0,4,0,,,19,6650,1355,38394,857,06009,6009
2020-07-18,9,34,9,0,5,0,,,20,7008,1428,37996,898,06009,6009
2020-07-19,10,34,10,0,5,0,,,21,7382,1503,37581,938,06009,6009
2020-07-20,11,34,11,0,5,0,,,22,7773,1579,37150,978,06009,6009
2020-07-21,11,34,11,0,6,0,,,23,8180,1655,36703,1018,06009,6009
2020-07-22,12,34,12,0,6,0,,,24,8603,1732,36242,1057,06009,6009
2020-07-23,13,34,13,0,6,0,,,25,9042,1809,35765,1095,06009,6009
2020-07-24,13,34,13,0,7,0,,,27,9496,1885,35274,1131,06009,6009
2020-07-25,14,34,14,0,7,0,,,28,9964,1961,34771,1166,06009,6009
2020-07-26,15,34,15,0,8,0,,,30,10446,2035,34256,1200,06009,6009
2020-07-27,16,34,16,0,8,0,,,31,10941,2107,33730,1230,06009,6009
2020-07-28,16,34,16,0,8,0,,,33,11449,2177,33194,1259,06009,6009
2020-07-29,17,34,17,0,9,0,,,34,11967,2243,32650,1285,06009,6009
2020-07-30,18,34,18,0,9,0,,,36,12495,2307,32099,1308,06009,6009
2020-07-31,19,34,19,0,10,0,,,38,13031,2366,31543,1327,06009,6009
2020-08-01,19,34,19,0,10,0,,,40,13575,2421,30984,1343,06009,6009
2020-08-02,20,34,20,0,10,0,,,42,14124,2471,30423,1355,06009,6009
2020-08-03,21,34,21,0,11,0,,,44,14678,2516,29861,1363,06009,6009
2020-08-04,22,34,22,0,11,0,,,46,15234,2554,29300,1367,06009,6009
2020-08-05,22,34,22,0,11,0,,,48,15791,2587,28743,1367,06009,6009
2020-08-06,23,34,23,0,12,0,,,51,16349,2614,28189,1363,06009,6009
2020-08-07,24,34,23,0,12,0,,,54,16903,2633,27642,1356,06009,6009
2020-08-08,24,34,24,0,12,0,,,56,17454,2646,27102,1345,06009,6009
2020-08-09,25,34,25,0,12,0,,,59,18000,2651,26571,1331,06009,6009
2020-08-10,25,34,25,0,13,0,,,62,18539,2650,26049,1313,06009,6009
2020-08-11,26,34,26,0,13,0,,,64,19071,2641,25538,1292,06009,6009
2020-08-12,26,34,26,0,13,0,,,67,19593,2626,25040,1268,06009,6009
2020-08-13,26,34,26,0,13,0,,,70,20105,2604,24555,1242,06009,6009
2020-08-14,27,34,27,0,13,0,,,73,20605,2576,24083,1213,06009,6009
2020-08-15,27,34,27,0,13,0,,,76,21094,2542,23626,1182,06009,6009
2020-08-16,27,34,27,0,13,0,,,79,21569,2502,23184,1149,06009,6009
2020-08-17,27,34,27,0,13,0,,,82,22030,2457,22757,1114,06009,6009
2020-08-18,27,34,27,0,13,0,,,85,22478,2407,22346,1078,06009,6009
2020-08-19,27,34,27,0,13,0,,,87,22910,2353,21951,1041,06009,6009
2020-08-20,27,34,27,0,13,0,,,90,23327,2295,21571,1003,06009,6009
2020-08-21,27,34,27,0,13,0,,,93,23728,2234,21208,965,06009,6009
2020-08-22,27,34,27,0,13,0,,,96,24114,2170,20861,927,06009,6009
2020-08-23,27,34,27,0,13,0,,,99,24484,2104,20529,888,06009,6009
2020-08-24,27,34,27,0,13,0,,,102,24839,2036,20212,850,06009,6009
2020-08-25,27,34,26,0,13,0,,,105,25178,1966,19911,812,06009,6009
2020-08-26,26,34,26,0,12,0,,,107,25502,1896,19624,775,06009,6009
2020-08-27,26,34,26,0,12,0,,,110,25811,1824,19352,738,06009,6009
2020-08-28,25,34,25,0,12,0,,,113,26105,1753,19093,703,06009,6009
2020-08-29,25,34,25,0,12,0,,,115,26385,1682,18848,668,06009,6009
2020-08-30,25,34,25,0,11,0,,,118,26651,1611,18617,634,06009,6009
2020-08-31,24,34,24,0,11,0,,,120,26903,1541,18397,601,06009,6009
2020-09-01,24,34,24,0,11,0,,,122,27142,1472,18190,570,06009,6009
2020-09-02,23,34,23,0,10,0,,,124,27368,1404,17994,539,06009,6009
2020-09-03,22,34,22,0,10,0,,,126,27582,1338,17809,510,06009,6009
2020-09-04,22,34,22,0,10,0,,,128,27784,1273,17635,482,06009,6009
2020-09-05,21,34,21,0,9,0,,,130,27976,1210,17471,455,06009,6009
2020-09-06,21,34,21,0,9,0,,,132,28156,1149,17317,429,06009,6009
2020-09-07,20,34,20,0,9,0,,,134,28326,1091,17171,404,06009,6009
2020-09-08,20,34,20,0,8,0,,,136,28486,1034,17035,380,06009,6009
2020-09-09,19,34,19,0,8,0,,,138,28637,979,16906,358,06009,6009
2020-09-10,18,34,18,0,8,0,,,139,28779,926,16786,337,06009,6009
2020-09-11,18,34,18,0,7,0,,,141,28912,875,16672,317,06009,6009
2020-09-12,17,34,17,0,7,0,,,143,29038,827,16566,298,06009,6009
2020-09-13,17,34,17,0,7,0,,,144,29156,781,16466,280,06009,6009
2020-09-14,16,34,16,0,6,0,,,146,29267,736,16372,263,06009,6009
2020-09-15,15,34,15,0,6,0,,,147,29371,694,16284,247,06009,6009
2020-09-16,15,34,15,0,6,0,,,148,29469,654,16201,232,06009,6009
2020-09-17,14,34,14,0,6,0,,,150,29560,616,16124,217,06009,6009
2020-09-18,14,34,14,0,5,0,,,151,29646,580,16051,204,06009,6009
2020-09-19,13,34,13,0,5,0,,,152,29727,545,15983,191,06009,6009
2020-09-20,13,34,13,0,5,0,,,153,29803,513,15919,179,06009,6009
2020-09-21,12,34,12,0,4,0,,,154,29874,482,15860,168,06009,6009
2020-09-22,12,34,12,0,4,0,,,155,29940,453,15804,157,06009,6009
2020-09-23,11,34,11,0,4,0,,,156,30003,425,15751,147,06009,6009
2020-09-24,11,34,11,0,4,0,,,157,30061,399,15702,138,06009,6009
2020-09-25,10,34,10,0,4,0,,,158,30116,375,15657,129,06009,6009
2020-09-26,10,34,10,0,3,0,,,159,30167,351,15614,121,06009,6009
2020-09-27,9,34,9,0,3,0,,,160,30215,330,15573,113,06009,6009
2020-09-28,9,34,9,0,3,0,,,161,30260,309,15536,106,06009,6009
2020-09-29,8,34,8,0,3,0,,,161,30302,290,15501,99,06009,6009
2020-09-30,8,34,8,0,3,0,,,162,30341,272,15468,93,06009,6009
2020-10-01,8,34,8,0,2,0,,,163,30378,254,15437,87,06009,6009
2020-10-02,7,34,7,0,2,0,,,163,30412,238,15408,81,06009,6009
2020-10-03,7,34,7,0,2,0,,,164,30444,223,15381,76,06009,6009
2020-10-04,7,34,7,0,2,0,,,165,30474,209,15356,71,06009,6009
2020-10-05,6,34,6,0,2,0,,,165,30503,196,15332,66,06009,6009
2020-03-03,0,175,0,11,0,23,,,0,85,61,277508,76,06047,6047
2020-03-04,0,175,0,11,0,23,,,0,121,82,277449,99,06047,6047
2020-03-05,0,175,0,11,0,23,,,0,167,108,277375,127,06047,6047
2020-03-06,0,175,0,11,0,23,,,0,225,141,277284,160,06047,6047
2020-03-07,0,175,0,11,0,23,,,0,298,181,277174,197,06047,6047
2020-03-08,0,175,0,11,0,23,,,0,387,228,277045,237,06047,6047
2020-03-09,0,175,0,11,0,23,,,0,492,281,276897,280,06047,6047
2020-03-10,1,175,1,11,0,23,,,0,615,341,276731,322,06047,6047
2020-03-11,1,175,1,11,0,23,,,0,755,404,276551,362,06047,6047
2020-03-12,1,175,1,11,0,23,,,0,910,470,276362,397,06047,6047
2020-03-13,1,175,1,11,1,23,,,0,1078,535,276168,423,06047,6047
2020-03-14,2,175,2,11,1,23,,,0,1254,596,275978,437,06047,6047
2020-03-15,2,175,2,11,1,23,,,0,1432,647,275800,436,06047,6047
2020-03-16,3,175,2,11,1,23,,,0,1608,686,275641,420,06047,6047
2020-03-17,3,175,3,11,2,23,,,0,1775,711,275492,402,06047,6047
2020-03-18,3,175,3,11,2,23,,,0,1937,726,275338,393,06047,6047
2020-03-19,4,175,3,11,2,23,,,0,2097,736,275182,389,06047,6047
2020-03-20,4,175,4,11,2,23,,,0,2256,743,275025,389,06047,6047
2020-03-21,4,175,4,11,2,23,,,0,2414,749,274865,389,06047,6047
2020-03-22,4,175,4,11,2,23,,,0,2573,755,274705,390,06047,6047
2020-03-23,5,175,4,11,3,23,,,0,2733,760,274544,392,06047,6047
2020-03-24,5,175,5,11,3,23,,,0,2893,764,274381,394,06047,6047
2020-03-25,5,175,5,11,3,23,1.5830604892,1.1307230405,0,3055,769,274218,396,06047,6047
2020-03-26,5,175,5,11,3,23,1.5811360915,0.9407529774,0,3217,773,274054,398,06047,6047
2020-03-27,5,175,5,11,3,23,1.5773302983,0.9245311072,0,3380,778,273889,400,06047,6047
2020-03-28,5,175,5,11,3,23,1.5713620802,0.8742924591,0,3543,782,273723,402,06047,6047
2020-03-29,6,175,5,11,3,23,1.5631065902,0.8535816031,0,3708,786,273556,404,06047,6047
2020-03-30,6,175,6,11,3,23,1.5519571483,0.8394796616,0,3874,791,273389,406,06047,6047
2020-03-31,6,175,6,11,3,23,1.5372529446,0.8148568861,0,4040,795,273220,408,06047,6047
2020-04-01,6,175,6,11,3,23,1.5188931118,0.8259304161,0,4207,799,273051,411,06047,6047
2020-04-02,6,175,6,11,4,23,1.4966760147,0.8034764261,0,4375,803,272881,413,06047,6047
2020-04-03,6,175,6,11,4,23,1.4701369915,0.7707230633,0,4544,808,272710,414,06047,6047
2020-04-04,6,175,6,11,4,23,1.4392599835,0.756542477,0,4713,812,272539,416,06047,6047
2020-04-05,6,175,6,11,4,23,1.4042236259,0.7320155861,0,4884,816,272367,418,06047,6047
2020-04-06,6,175,6,11,4,23,1.3652511728,0.7086249481,0,5055,820,272193,420,06047,6047
2020-04-07,6,175,6,11,4,23,1.3217701223,0.6980828354,0,5227,824,272020,422,06047,6047
2020-04-08,6,175,6,11,4,23,1.2751447769,0.6769013971,0,5400,828,271845,424,06047,6047
2020-04-09,6,175,6,11,4,23,1.2261547062,0.6621760989,0,5573,832,271670,426,06047,6047
2020-04-10,6,175,6,11,4,23,1.1772548577,0.6474247558,0,5747,835,271494,427,06047,6047
2020-04-11,7,175,6,11,4,23,1.1294312118,0.6381362425,0,5922,839,271317,429,06047,6047
2020-04-12,7,175,6,11,4,23,1.0835215241,0.628295217,0,6098,843,271140,431,06047,6047
2020-04-13,7,175,6,11,4,23,1.0411665684,0.6347485368,0,6274,847,270962,433,06047,6047
2020-04-14,7,175,6,11,4,23,1.0021612257,0.6402349066,0,6451,850,270783,434,06047,6047
2020-04-15,7,175,7,11,4,23,0.9682500759,0.6327037043,0,6629,854,270604,436,06047,6047
2020-04-16,7,175,7,11,4,23,0.9403407168,0.6465339451,0,6807,857,270424,438,06047,6047
